"","species","wgt"
"1661","DS",97
"1662","DM",44
"1663","OL",35
"1664","DM",48
"1665","OL",40
"1666","DS",160
"1667","DO",51
"1668","DM",47
"1669","DS",184
"1670","OT",28
"1671","OT",25
"1672","DS",165
"1673","DS",113
"1674","DS",65
"1675","DS",144
"1676","DM",19
"1677","PF",7
"1678","DS",145
"1679","PP",12
"1680","DS",122
"1681","DM",51
"1682","PF",8
"1683","PF",6
"1684","DM",53
"1685","DM",48
"1686","DM",43
"1687","DM",49
"1688","PF",7
"1689","DS",131
"1690","OL",35
"1691","OL",42
"1692","DS",102
"1693","DS",92
"1694","DS",160
"1695","DS",141
"1696","PF",8
"1697","DS",135
"1698","DO",30
"1699","PF",8
"1700","DS",114
"1701","DS",143
"1702","DS",108
"1703","DM",48
"1704","DS",104
"1705","DS",130
"1706","DS",92
"1707","DS",132
"1708","DM",43
"1709","DM",49
"1710","DM",43
"1711","DM",55
"1712","DM",43
"1713","DM",44
"1714","DS",88
"1715","OL",38
"1716","DS",104
"1717","DM",46
"1718","DM",51
"1719","DS",115
"1720","DM",45
"1721","DM",23
"1722","OT",15
"1723","DO",49
"1724","OL",33
"1725","DS",74
"1726","DS",146
"1727","DS",135
"1728","NA",110
"1729","OL",36
"1730","DS",155
"1731","DS",125
"1732","DS",95
"1733","DS",140
"1734","DM",44
"1735","DS",148
"1736","NA",119
"1737","PP",17
"1738","DS",102
"1739","PP",19
"1740","DM",43
"1741","OL",39
"1742","DM",56
"1743","NA",87
"1744","NA",174
"1745","DM",49
"1746","DS",104
"1747","DS",133
"1748","DS",86
"1749","DS",105
"1750","DS",123
"1751","DS",138
"1752","OL",24
"1753","DS",134
"1754","DO",43
"1755","OL",38
"1756","DS",127
"1757","DS",144
"1758","DS",72
"1759","DS",113
"1760","DS",73
"1761","DS",138
"1762","DS",105
"1763","DS",45
"1764","PF",8
"1765","DM",43
"1766","DS",133
"1767","DM",40
"1768","DM",53
"1769","DM",29
"1770","DM",31
"1771","DS",97
"1772","DM",43
"1773","PF",6
"1774","DS",99
"1775","DM",47
"1776","DS",102
"1777","DM",43
"1778","DM",48
"1779","NA",189
"1780","NA",98
"1781","DM",34
"1782","DO",51
"1783","DS",108
"1784","DS",142
"1785","OT",28
"1786","DO",53
"1787","DS",84
"1788","DS",68
"1789","DS",154
"1790","DM",48
"1791","DS",72
"1792","DS",134
"1793","NA",73
"1794","NA",75
"1795","DS",154
"1796","DS",120
"1797","NA",207
"1798","DS",78
"1799","DS",140
"1800","DS",78
"1801","DS",104
"1802","PP",7
"1803","PP",17
"1804","DS",131
"1805","DS",90
"1806","DM",42
"1807","DM",53
"1808","OL",32
"1809","DM",38
"1810","DS",124
"1811","DS",96
"1812","DS",124
"1813","DS",106
"1814","DS",111
"1815","OT",33
"1816","OT",30
"1817","DS",135
"1818","PF",7
"1819","DO",51
"1820","DS",133
"1821","DS",101
"1822","DS",118
"1823","DS",80
"1824","DS",97
"1825","DS",109
"1826","DO",56
"1827","DO",26
"1828","PF",7
"1829","DS",54
"1830","DM",31
"1831","DS",132
"1832","DM",39
"1833","DM",29
"1834","DM",40
"1835","NA",241
"1836","DM",43
"1837","DS",111
"1838","DM",28
"1839","PF",7
"1840","DM",40
"1841","DM",48
"1842","DS",77
"1843","DM",25
"1844","DS",106
"1845","DM",42
"1846","DM",41
"1847","DM",46
"1848","DS",109
"1849","DO",58
"1850","DS",144
"1851","DO",49
"1852","DS",93
"1853","DS",82
"1854","DS",136
"1855","DM",37
"1856","DO",44
"1857","DS",151
"1858","DM",48
"1859","DS",123
"1860","NA",209
"1861","DS",105
"1862","DS",103
"1863","DS",141
"1864","DS",102
"1865","PP",14
"1866","DM",43
"1867","DM",48
"1868","DS",136
"1869","DM",29
"1870","DS",128
"1871","DS",114
"1872","DS",92
"1873","DS",135
"1874","DO",47
"1875","PF",7
"1876","DS",113
"1877","DO",34
"1878","DS",122
"1879","DS",71
"1880","DM",54
"1881","DS",134
"1882","DM",46
"1883","DM",32
"1884","PF",7
"1885","OL",33
"1886","DM",42
"1887","NA",80
"1888","DS",95
"1889","DM",50
"1890","DM",45
"1891","DM",19
"1892","DM",45
"1893","DO",24
"1894","OT",32
"1895","DS",104
"1896","DS",143
"1897","DO",49
"1898","DO",47
"1899","DS",90
"1900","DM",47
"1901","DS",93
"1902","DO",44
"1903","NA",207
"1904","DS",143
"1905","DS",108
"1906","DS",131
"1907","DM",53
"1908","PP",18
"1909","DS",143
"1910","OT",30
"1911","DM",42
"1912","DS",137
"1913","DM",42
"1914","DS",136
"1915","DS",120
"1916","OL",34
"1917","DS",134
"1918","OL",35
"1919","DO",39
"1920","DS",121
"1921","DS",102
"1922","DM",29
"1923","NA",83
"1924","NA",173
"1925","PP",13
"1926","DM",55
"1927","DM",44
"1928","DS",138
"1929","DM",35
"1930","OT",25
"1931","PF",6
"1932","PF",10
"1933","DM",50
"1934","DM",41
"1935","DM",28
"1936","DS",111
"1937","DM",45
"1938","DM",46
"1939","DO",32
"1940","DS",118
"1941","DO",51
"1942","DS",149
"1943","DS",140
"1944","DS",99
"1945","DO",46
"1946","DS",134
"1947","DS",115
"1948","DS",113
"1949","DM",47
"1950","DS",138
"1951","PP",14
"1952","DS",144
"1953","DM",45
"1954","OT",21
"1955","PP",16
"1956","OT",16
"1957","DS",139
"1958","DM",39
"1959","DS",130
"1960","DS",129
"1961","OT",29
"1962","DM",41
"1963","DM",44
"1964","OL",35
"1965","DS",134
"1966","OT",21
"1967","PF",8
"1968","DS",114
"1969","DS",124
"1970","DS",110
"1971","DS",131
"1972","PP",16
"1973","NA",143
"1974","OT",16
"1975","DS",141
"1976","NA",172
"1977","PP",13
"1978","DM",55
"1979","DM",55
"1980","DS",108
"1981","PF",9
"1982","DM",49
"1983","DS",109
"1984","DM",51
"1985","DM",47
"1986","DM",35
"1987","DM",51
"1988","DS",124
"1989","DS",145
"1990","DO",52
"1991","DS",118
"1992","DM",54
"1993","DS",115
"1994","OT",18
"1995","DM",33
"1996","PP",9
"1997","DS",150
"1998","NA",205
"1999","DM",34
"2000","DS",111
"2001","DS",120
"2002","DS",122
"2003","PF",8
"2004","NA",171
"2005","DS",150
"2006","DS",137
"2007","DM",45
"2008","OL",32
"2009","DS",126
"2010","DS",137
"2011","OL",36
"2012","DM",39
"2013","OT",22
"2014","DM",47
"2015","OL",38
"2016","OL",15
"2017","OL",18
"2018","OL",18
"2019","DS",142
"2020","DS",121
"2021","DS",120
"2022","DM",44
"2023","OL",16
"2024","PP",16
"2025","DM",39
"2026","DS",130
"2027","DM",41
"2028","DS",140
"2029","DM",45
"2030","NA",200
"2031","OT",26
"2032","DM",61
"2033","OT",25
"2034","DM",40
"2035","DS",119
"2036","DM",46
"2037","PF",7
"2038","DS",110
"2039","DM",62
"2040","DM",47
"2041","OT",35
"2042","DS",128
"2043","DS",149
"2044","DO",49
"2045","DS",140
"2046","DS",116
"2047","PF",8
"2048","DM",49
"2049","OT",25
"2050","DS",151
"2051","DM",38
"2052","DM",39
"2053","NA",212
"2054","PE",18
"2055","DS",128
"2056","DS",124
"2057","PF",8
"2058","DS",154
"2059","DS",155
"2060","NA",153
"2061","DO",50
"2062","DS",131
"2063","DM",42
"2064","OT",21
"2065","OL",15
"2066","OL",17
"2067","DS",127
"2068","PF",7
"2069","DS",126
"2070","OL",33
"2071","DM",46
"2072","OL",31
"2073","DS",111
"2074","DM",45
"2075","PF",7
"2076","DS",131
"2077","DS",136
"2078","DO",52
"2079","DS",115
"2080","PF",7
"2081","DO",48
"2082","OL",38
"2083","DS",122
"2084","DS",135
"2085","DS",117
"2086","OL",21
"2087","DM",41
"2088","DM",42
"2089","DS",127
"2090","NA",193
"2091","DM",39
"2092","OT",23
"2093","DS",138
"2094","DM",44
"2095","DM",51
"2096","DM",56
"2097","DM",40
"2098","OT",22
"2099","NA",124
"2100","DS",122
"2101","DM",48
"2102","DS",133
"2103","OL",37
"2104","DM",51
"2105","DM",47
"2106","DM",40
"2107","DS",149
"2108","DS",121
"2109","DO",47
"2110","OL",34
"2111","OL",27
"2112","DS",133
"2113","DS",134
"2114","DM",47
"2115","DM",40
"2116","DM",35
"2117","DS",144
"2118","NA",191
"2119","DS",121
"2120","PF",7
"2121","NA",174
"2122","DS",154
"2123","DS",152
"2124","DO",66
"2125","DO",49
"2126","DS",147
"2127","DM",48
"2128","DM",46
"2129","DM",49
"2130","DM",47
"2131","DM",33
"2132","DM",42
"2133","OT",21
"2134","DM",44
"2135","PF",7
"2136","DM",46
"2137","DM",46
"2138","DS",127
"2139","DM",48
"2140","DS",149
"2141","DS",120
"2142","PF",7
"2143","DO",54
"2144","DS",120
"2145","DS",140
"2146","PF",7
"2147","DM",35
"2148","DO",56
"2149","DO",51
"2150","DM",43
"2151","DS",148
"2152","DO",50
"2153","OL",39
"2154","OT",26
"2155","DS",139
"2156","DS",139
"2157","DS",123
"2158","DM",45
"2159","OT",23
"2160","OT",30
"2161","NA",116
"2162","DM",59
"2163","NA",189
"2164","DM",40
"2165","DS",137
"2166","DM",52
"2167","DM",60
"2168","DM",44
"2169","OT",22
"2170","NA",120
"2171","DS",150
"2172","DM",52
"2173","OT",35
"2174","OT",23
"2175","DM",47
"2176","DM",35
"2177","OL",36
"2178","DM",48
"2179","DM",43
"2180","DS",127
"2181","DS",129
"2182","DO",59
"2183","DM",52
"2184","OL",33
"2185","DM",46
"2186","PE",19
"2187","DM",51
"2188","DS",120
"2189","NA",189
"2190","DM",31
"2191","DM",40
"2192","DS",147
"2193","PF",7
"2194","DS",130
"2195","NA",173
"2196","DS",156
"2197","DO",49
"2198","DS",153
"2199","DS",150
"2200","DM",54
"2201","DM",41
"2202","DO",43
"2203","OL",39
"2204","OL",34
"2205","DM",53
"2206","DS",135
"2207","PF",8
"2208","DS",140
"2209","DO",57
"2210","DO",57
"2211","DS",139
"2212","DO",37
"2213","DM",33
"2214","DS",142
"2215","DM",34
"2216","DM",46
"2217","DS",130
"2218","PP",14
"2219","RM",11
"2220","NA",199
"2221","DM",50
"2222","DS",144
"2223","DM",61
"2224","DM",46
"2225","DM",49
"2226","NA",118
"2227","OT",24
"2228","OL",36
"2229","DS",120
"2230","DM",53
"2231","DM",52
"2232","DM",44
"2233","OL",34
"2234","DS",116
"2235","OT",24
"2236","DS",148
"2237","DM",48
"2238","DO",46
"2239","OT",28
"2240","DS",130
"2241","DM",34
"2242","PE",19
"2243","DM",38
"2244","OL",37
"2245","DS",158
"2246","OT",24
"2247","OT",28
"2248","DS",131
"2249","DS",136
"2250","DO",52
"2251","DS",153
"2252","NA",174
"2253","DO",59
"2254","DS",153
"2255","DM",48
"2256","DS",136
"2257","DS",130
"2258","DM",50
"2259","DO",47
"2260","DM",48
"2261","OL",34
"2262","DM",49
"2263","DM",44
"2264","DM",39
"2265","DO",49
"2266","DM",49
"2267","DS",133
"2268","PF",7
"2269","DS",135
"2270","DS",140
"2271","DO",57
"2272","DO",57
"2273","DS",147
"2274","DO",52
"2275","DM",41
"2276","DO",51
"2277","DO",44
"2278","DO",55
"2279","DO",41
"2280","DS",136
"2281","DS",120
"2282","DS",130
"2283","DM",47
"2284","OL",37
"2285","DM",38
"2286","DS",130
"2287","PP",15
"2288","DM",46
"2289","NA",195
"2290","DS",132
"2291","OL",42
"2292","RM",12
"2293","DM",55
"2294","DM",60
"2295","DM",49
"2296","DM",46
"2297","DM",48
"2298","OL",42
"2299","OL",35
"2300","NA",135
"2301","DO",59
"2302","DS",133
"2303","DM",55
"2304","DS",47
"2305","DM",51
"2306","DM",50
"2307","DM",39
"2308","DS",143
"2309","DS",147
"2310","DS",137
"2311","OL",40
"2312","DO",33
"2313","DS",137
"2314","DS",139
"2315","DS",122
"2316","DM",35
"2317","DM",53
"2318","DM",42
"2319","PE",25
"2320","PE",24
"2321","DS",158
"2322","NA",218
"2323","DM",37
"2324","PF",7
"2325","DS",142
"2326","DS",126
"2327","PF",8
"2328","DS",151
"2329","NA",177
"2330","DS",150
"2331","DS",159
"2332","DS",89
"2333","DS",75
"2334","DM",51
"2335","DS",77
"2336","DM",30
"2337","DM",40
"2338","PF",9
"2339","DS",139
"2340","DM",39
"2341","DM",49
"2342","DS",136
"2343","DS",126
"2344","DS",141
"2345","DO",28
"2346","PF",6
"2347","DS",136
"2348","DS",114
"2349","OL",33
"2350","DS",79
"2351","DS",137
"2352","DS",137
"2353","DM",39
"2354","DS",135
"2355","DM",52
"2356","DM",51
"2357","DM",22
"2358","DM",45
"2359","DM",42
"2360","DM",60
"2361","OL",39
"2362","DS",136
"2363","OT",29
"2364","DM",47
"2365","DM",56
"2366","DS",120
"2367","DS",66
"2368","DS",72
"2369","DM",50
"2370","DS",81
"2371","OT",12
"2372","DM",39
"2373","DM",50
"2374","DS",142
"2375","OT",11
"2376","DS",138
"2377","OT",10
"2378","DS",141
"2379","DO",44
"2380","OT",11
"2381","OT",11
"2382","OT",31
"2383","DM",38
"2384","DM",42
"2385","DM",44
"2386","DM",39
"2387","DS",150
"2388","OT",31
"2389","NA",223
"2390","DS",126
"2391","DO",52
"2392","DS",148
"2393","DO",55
"2394","DS",152
"2395","DS",74
"2396","DS",136
"2397","DM",48
"2398","DM",44
"2399","DS",133
"2400","PF",8
"2401","DM",35
"2402","DM",41
"2403","DS",95
"2404","DM",48
"2405","DS",146
"2406","DS",123
"2407","DS",135
"2408","DO",21
"2409","DO",63
"2410","DS",132
"2411","DS",144
"2412","PF",6
"2413","DO",48
"2414","DS",119
"2415","DS",137
"2416","DS",71
"2417","DS",130
"2418","DM",46
"2419","DS",129
"2420","DM",31
"2421","DM",44
"2422","DO",40
"2423","DM",60
"2424","PP",12
"2425","DM",29
"2426","DS",136
"2427","DM",56
"2428","DM",46
"2429","DM",53
"2430","DS",151
"2431","DM",45
"2432","DM",41
"2433","DM",47
"2434","DO",52
"2435","DS",96
"2436","DM",46
"2437","DM",45
"2438","DS",94
"2439","DS",142
"2440","DS",120
"2441","DO",47
"2442","OT",38
"2443","OT",29
"2444","DS",147
"2445","DS",120
"2446","DM",42
"2447","NA",56
"2448","DM",44
"2449","PE",18
"2450","DM",42
"2451","DS",145
"2452","DM",43
"2453","DS",122
"2454","DM",46
"2455","DS",114
"2456","DS",134
"2457","DS",161
"2458","DS",95
"2459","DO",51
"2460","PP",10
"2461","DS",148
"2462","DO",52
"2463","DO",25
"2464","PP",11
"2465","PP",15
"2466","DS",159
"2467","DS",140
"2468","DS",78
"2469","DM",38
"2470","DM",44
"2471","DM",41
"2472","DM",53
"2473","PF",6
"2474","DM",46
"2475","DS",123
"2476","DS",128
"2477","DS",62
"2478","PF",6
"2479","DS",97
"2480","DS",101
"2481","DS",100
"2482","DM",42
"2483","DS",64
"2484","DS",143
"2485","DM",24
"2486","DS",121
"2487","DM",36
"2488","DS",133
"2489","DO",33
"2490","DS",128
"2491","DO",47
"2492","DS",90
"2493","DS",138
"2494","DS",128
"2495","DM",45
"2496","DS",133
"2497","PP",18
"2498","DM",45
"2499","OT",27
"2500","DM",37
"2501","DM",36
"2502","PE",21
"2503","DM",22
"2504","DS",138
"2505","DM",22
"2506","DM",61
"2507","DM",43
"2508","DM",53
"2509","DS",132
"2510","DM",47
"2511","DO",52
"2512","NA",87
"2513","DM",49
"2514","NA",91
"2515","OT",15
"2516","OL",36
"2517","NA",85
"2518","DM",48
"2519","DM",43
"2520","DM",26
"2521","DS",67
"2522","DS",144
"2523","DO",38
"2524","DO",50
"2525","DS",119
"2526","NA",105
"2527","DS",141
"2528","DM",46
"2529","NA",123
"2530","DM",42
"2531","DS",157
"2532","OT",27
"2533","DS",74
"2534","DS",136
"2535","PF",7
"2536","DS",133
"2537","DS",123
"2538","DS",114
"2539","DM",46
"2540","DS",144
"2541","DS",146
"2542","NA",125
"2543","DO",53
"2544","DO",35
"2545","DS",144
"2546","NA",130
"2547","DM",45
"2548","DS",130
"2549","DS",86
"2550","DS",99
"2551","PF",5
"2552","DS",123
"2553","DS",95
"2554","DS",90
"2555","DM",44
"2556","DS",135
"2557","PF",7
"2558","DO",48
"2559","DS",133
"2560","DO",51
"2561","DS",65
"2562","PF",8
"2563","DS",131
"2564","DS",122
"2565","DS",85
"2566","DS",93
"2567","DM",47
"2568","PP",11
"2569","DM",50
"2570","DM",46
"2571","PP",18
"2572","PF",6
"2573","DM",38
"2574","DM",39
"2575","DM",48
"2576","DM",47
"2577","DS",141
"2578","DM",34
"2579","DM",26
"2580","DM",58
"2581","DM",48
"2582","DM",52
"2583","DS",109
"2584","DM",40
"2585","DO",33
"2586","DM",49
"2587","DM",43
"2588","DM",48
"2589","DM",48
"2590","NA",126
"2591","DM",47
"2592","DM",31
"2593","DS",141
"2594","DS",89
"2595","DO",49
"2596","DS",84
"2597","DM",27
"2598","DM",47
"2599","NA",76
"2600","DM",44
"2601","DS",96
"2602","DM",46
"2603","DS",85
"2604","DS",120
"2605","DO",61
"2606","PP",10
"2607","PP",11
"2608","PP",11
"2609","PF",6
"2610","DM",45
"2611","DM",45
"2612","DS",135
"2613","DM",37
"2614","DS",100
"2615","NA",175
"2616","DS",128
"2617","DS",101
"2618","OL",31
"2619","DO",57
"2620","DS",73
"2621","DS",100
"2622","PP",18
"2623","DM",44
"2624","DM",44
"2625","DM",41
"2626","PP",15
"2627","DM",39
"2628","DS",144
"2629","DM",56
"2630","DM",43
"2631","DM",36
"2632","DM",46
"2633","DM",53
"2634","DM",54
"2635","DS",114
"2636","DM",47
"2637","DM",42
"2638","DM",32
"2639","OT",36
"2640","DS",148
"2641","DO",29
"2642","OT",18
"2643","DS",92
"2644","DM",41
"2645","DM",42
"2646","OT",29
"2647","OT",15
"2648","DS",125
"2649","DM",45
"2650","DS",129
"2651","DO",59
"2652","PP",16
"2653","DM",37
"2654","DM",47
"2655","DM",53
"2656","DS",119
"2657","DS",123
"2658","DO",51
"2659","NA",173
"2660","NA",156
"2661","DM",45
"2662","DM",33
"2663","NA",172
"2664","DM",42
"2665","DM",58
"2666","DM",44
"2667","DM",27
"2668","DM",35
"2669","DS",145
"2670","DM",21
"2671","DS",141
"2672","DM",42
"2673","DS",126
"2674","DM",49
"2675","DS",117
"2676","DM",47
"2677","DO",53
"2678","DO",53
"2679","DM",44
"2680","DS",112
"2681","DM",46
"2682","DM",46
"2683","DS",158
"2684","DS",131
"2685","DS",137
"2686","DO",62
"2687","DS",151
"2688","NA",208
"2689","DS",146
"2690","RM",14
"2691","DS",153
"2692","DM",48
"2693","DS",145
"2694","PE",20
"2695","DS",152
"2696","DS",125
"2697","DS",137
"2698","OT",24
"2699","NA",155
"2700","DM",42
"2701","DM",47
"2702","DM",44
"2703","NA",160
"2704","DM",42
"2705","DS",146
"2706","PE",14
"2707","DM",50
"2708","DM",45
"2709","DM",43
"2710","DM",58
"2711","DS",140
"2712","DM",38
"2713","PE",16
"2714","DM",48
"2715","DS",144
"2716","DM",42
"2717","OT",30
"2718","OT",22
"2719","OT",37
"2720","DM",57
"2721","DM",32
"2722","DM",27
"2723","DS",156
"2724","DM",47
"2725","OL",21
"2726","DS",145
"2727","DO",59
"2728","PP",14
"2729","NA",187
"2730","DS",165
"2731","DS",172
"2732","DM",38
"2733","OT",22
"2734","OT",22
"2735","DM",42
"2736","DS",78
"2737","DS",145
"2738","DM",51
"2739","PP",17
"2740","PF",9
"2741","DS",125
"2742","DO",43
"2743","DM",47
"2744","DM",49
"2745","DS",136
"2746","DS",112
"2747","NA",162
"2748","DM",49
"2749","NA",157
"2750","DM",40
"2751","OL",28
"2752","DM",40
"2753","DS",155
"2754","NA",235
"2755","DM",43
"2756","DM",44
"2757","DM",44
"2758","OT",15
"2759","OT",19
"2760","DM",43
"2761","OT",25
"2762","DM",51
"2763","PE",19
"2764","DM",54
"2765","DM",39
"2766","DS",138
"2767","NA",177
"2768","DM",46
"2769","OL",25
"2770","DM",45
"2771","DS",135
"2772","PF",6
"2773","PF",8
"2774","DM",43
"2775","DO",54
"2776","OL",21
"2777","DM",49
"2778","DM",39
"2779","DM",42
"2780","DM",27
"2781","OT",19
"2782","OL",18
"2783","OL",19
"2784","DM",22
"2785","DM",46
"2786","DM",43
"2787","DM",25
"2788","OL",26
"2789","DM",26
"2790","PE",24
"2791","OL",24
"2792","DM",48
"2793","OL",24
"2794","DS",137
"2795","OT",24
"2796","NA",194
"2797","DS",161
"2798","DO",70
"2799","DS",144
"2800","OT",23
"2801","OT",22
"2802","DS",142
"2803","DM",36
"2804","NA",192
"2805","DM",44
"2806","PE",19
"2807","PE",19
"2808","PE",19
"2809","DM",51
"2810","OL",41
"2811","DM",43
"2812","DS",104
"2813","DM",39
"2814","DS",144
"2815","DM",45
"2816","DM",51
"2817","DS",141
"2818","DO",49
"2819","DM",54
"2820","DO",59
"2821","DO",58
"2822","DM",47
"2823","DM",36
"2824","DS",129
"2825","PF",7
"2826","DO",52
"2827","DS",142
"2828","PF",7
"2829","DS",137
"2830","DS",139
"2831","DM",47
"2832","NA",186
"2833","DM",44
"2834","DM",50
"2835","OT",31
"2836","NA",169
"2837","DM",54
"2838","OT",26
"2839","DM",48
"2840","NA",264
"2841","DS",161
"2842","DM",49
"2843","DM",56
"2844","DM",54
"2845","DM",49
"2846","DM",55
"2847","PF",8
"2848","DM",51
"2849","DM",42
"2850","DS",139
"2851","DM",44
"2852","DM",34
"2853","DM",47
"2854","OL",34
"2855","OL",26
"2856","DM",43
"2857","DM",44
"2858","DM",50
"2859","RM",10
"2860","DS",170
"2861","DM",50
"2862","DM",44
"2863","DS",154
"2864","OL",24
"2865","OL",24
"2866","PM",24
"2867","PE",21
"2868","DM",45
"2869","NA",220
"2870","DM",35
"2871","DS",166
"2872","DM",44
"2873","DM",38
"2874","DS",139
"2875","DS",146
"2876","DS",151
"2877","DO",49
"2878","DS",168
"2879","DS",160
"2880","DO",38
"2881","DM",51
"2882","DM",42
"2883","DO",55
"2884","DS",78
"2885","DM",45
"2886","DS",83
"2887","DO",61
"2888","PE",25
"2889","NA",206
"2890","PE",21
"2891","OL",27
"2892","RM",11
"2893","PE",24
"2894","PE",25
"2895","DM",49
"2896","DS",117
"2897","DM",51
"2898","DM",34
"2899","DM",38
"2900","DS",155
"2901","DS",124
"2902","NA",152
"2903","DS",135
"2904","DS",140
"2905","DO",49
"2906","DM",34
"2907","DS",140
"2908","DM",39
"2909","DS",110
"2910","NA",180
"2911","RM",14
"2912","OT",27
"2913","DM",45
"2914","OT",23
"2915","DM",47
"2916","RM",9
"2917","NA",83
"2918","RM",8
"2919","DM",26
"2920","DM",49
"2921","DM",46
"2922","DM",43
"2923","DM",50
"2924","DO",38
"2925","DM",54
"2926","PF",7
"2927","PE",21
"2928","DS",153
"2929","DM",45
"2930","DM",37
"2931","DS",112
"2932","DM",34
"2933","DS",110
"2934","PF",7
"2935","OL",38
"2936","DM",44
"2937","DS",147
"2938","RM",10
"2939","DS",124
"2940","DM",44
"2941","DM",40
"2942","DM",24
"2943","NA",212
"2944","DM",22
"2945","RM",10
"2946","DS",162
"2947","DM",37
"2948","DS",137
"2949","DS",150
"2950","DM",39
"2951","DS",117
"2952","DO",48
"2953","DM",39
"2954","DO",45
"2955","DS",89
"2956","DS",82
"2957","DM",44
"2958","OL",42
"2959","NA",165
"2960","PE",23
"2961","OT",24
"2962","PE",22
"2963","DM",35
"2964","DM",41
"2965","DM",36
"2966","DM",37
"2967","DS",126
"2968","PE",22
"2969","DO",44
"2970","DS",151
"2971","DM",39
"2972","DM",48
"2973","DM",44
"2974","DS",149
"2975","NA",168
"2976","DM",46
"2977","DM",51
"2978","DM",44
"2979","RM",14
"2980","OT",25
"2981","PE",23
"2982","DM",56
"2983","OT",25
"2984","DM",45
"2985","NA",220
"2986","DM",48
"2987","RM",13
"2988","DM",48
"2989","DM",44
"2990","RM",7
"2991","DM",48
"2992","DM",33
"2993","DM",50
"2994","OT",23
"2995","DM",56
"2996","PE",24
"2997","PF",8
"2998","DM",49
"2999","PF",11
"3000","DM",54
"3001","DM",44
"3002","DM",38
"3003","DM",38
"3004","OL",43
"3005","OL",44
"3006","OL",40
"3007","OL",30
"3008","DM",52
"3009","DS",134
"3010","RM",10
"3011","DS",120
"3012","DM",27
"3013","DM",38
"3014","NA",195
"3015","DO",38
"3016","RM",11
"3017","DS",190
"3018","DM",38
"3019","DS",133
"3020","DM",41
"3021","RM",8
